143.145871996,-38.2332340039999
149.151754002,-37.563525001
145.069877997,-37.822558003
144.885327004,-38.361378996
144.962133999,-37.8038820039999
145.056547997,-37.885839
141.392979004,-37.591109
144.220628807,-37.051847757
143.382659951,-37.4306201709999
146.690269995,-36.353512
145.356979998,-37.909348
144.326704006,-38.189815999
144.283020997,-36.751499
145.296258996,-37.8366769959999
145.116001002,-37.8128330009999
145.114438622,-37.821081308
146.972607949,-36.727776911
145.017683997,-37.915071004
144.951043798,-37.6911197979999
145.058763003,-37.699174996
145.159782003,-37.8534419979999
145.074828996,-37.847530005
144.969663462,-37.654959843
144.945456085,-37.6433214259999
145.718101033,-37.1955376339999
145.020041005,-37.782143998
144.846151995,-37.831168996
144.184568996,-38.409849999
143.664519001,-38.753926996
142.931356995,-37.2784959969999
143.468534,-37.0926089989999
144.443236,-37.6764190009999
147.613099004,-37.8295880009999
143.866485237,-37.561201066
144.228794002,-37.602333997
141.841866001,-37.249517999
144.172074387,-38.049403728
146.265165265,-37.840439407
145.285019238,-37.8318283099999
145.367825634,-38.046565831
145.527497361,-37.6468551999999
144.698781997,-36.9148749999999
146.790442199,-37.981467897
141.626003026,-38.137054022
144.732882284,-37.690999798
142.366066996,-35.732071998
144.72024343,-37.876148171
142.202073002,-36.718999002
143.587499999,-38.342261004
141.693270941,-37.599419129
147.903460952,-36.1944458
145.251056004,-38.458882999
144.917897238,-37.594460426
145.279146006,-38.114601003
145.273243499,-38.074528898
143.884972566,-37.409610878
144.548806999,-38.192882996
145.206825609,-37.977602141
145.20190377,-38.011094552
144.130599003,-37.341188996
144.781123998,-37.725508997
145.160622999,-37.673839002
142.027464999,-36.4558039959999
142.974021998,-36.369348997
145.832547724,-38.11989031
144.61224784,-38.194523273
144.250199999,-36.718019004
144.752206276,-36.1407145979999
141.285531002,-37.0343620039999
145.913828004,-37.229542
145.13949695,-37.7168229329999
145.438446998,-37.933521003
145.257194995,-37.976566003
147.835213998,-37.375444003
145.041655995,-37.646249999
144.316223999,-36.7031580039999
144.919239801,-37.756351297
144.898958581,-37.719913338
144.898959001,-37.719913004
145.577699002,-36.7518310029999
145.016192002,-37.886343999
143.353044656,-36.2685037959999
145.117389819,-38.056156318
145.055360996,-37.961597003
145.643137705,-35.920478923
144.958277001,-37.754591997
144.974395949,-37.722412111
144.220334999,-35.809970998
147.277269603,-36.8622812039999
145.263770996,-37.879046
145.29429487,-37.8831959299999
144.975009995,-37.807744526
144.895775195,-37.795440304
146.202506787,-38.6541449119999
145.131772003,-38.1527420039999
144.360771997,-38.154008002
144.585404001,-37.4853279989999
142.548003004,-37.6375809959999
141.483334005,-36.715166997
145.529159999,-38.4074580029999
142.518862713,-37.136705005
142.032260996,-37.737578996
145.259294315,-38.031263628
145.184590005,-38.3070139979999
147.985622317,-37.879689946
145.190645995,-38.1529849959999
144.414261175,-38.021066477
144.801865625,-37.820733189
145.951059996,-38.477523001
144.469969135,-38.1907896509999
145.355314006,-37.758164004
143.337577002,-37.9532370009999
147.592879304,-38.039647166
143.973701996,-38.540484996
146.980332273,-37.970774693
149.75522683,-37.560327232
145.033395005,-37.862858999
142.882135421,-35.0551762269999
146.086865004,-37.0530740029999
143.737614998,-37.044022997
145.740773997,-37.510136998
144.956061559,-37.79934757
144.850224031,-37.676732694
144.580130995,-37.684531002
142.15257987,-34.192924096
146.16185,-38.402505998
147.378169335,-36.5371258609999
146.261221003,-38.1802110039999
145.124083,-37.725377002
145.064480709,-37.93801344
145.351117262,-36.379060765
145.102101912,-37.9872189609999
145.043818,-38.227623998
142.808195996,-38.0820239999999
146.469835017,-38.21333265
146.406209995,-38.2356949979999
147.142087003,-36.983074997
143.872562838,-36.572269901
142.169403,-34.233900999
145.037873004,-37.7573780029999
144.244471364,-36.7988457349999
141.241976005,-36.379668002
144.825741998,-37.7409910019999
144.303100997,-36.7770569969999
147.174995945,-36.735865759
146.445321996,-37.146144002
145.038016058,-38.244972834
145.117830996,-37.8834079979999
145.218638005,-36.6197699959999
141.181247559,-35.2627362539999
146.728890005,-36.560498904
145.154552794,-36.787240341
143.918895795,-35.724473093
145.053378004,-37.809282996
